Lo Siento BB:/,Tainy,"31 ContributorsTranslationsEnglishDeutschLo Siento BB:/ Lyrics[Letra de ""Lo Siento BB:/""]

[Verso 1: Julieta Venegas]
No estaba esperando nada
De encontrarme contigo anoche
Solo era una más
Una noche linda, algo especial
Pero algo está tan diferente
Todo alrededor me gira de repente
Tú y yo cambió en singular
Sin miedo, papito, ven y dame más
Ven sin miedo, sin barullo
No te cierres a este mundo
Fluye ahora, ven conmigo
No intentes definirlo

[Pre-Coro: Julieta Venegas]
Y ven acá, amor, ven acá
Ven acá y déjame entrar
Ven acá, amor, ven acá
Ven acá y déjame entrar

[Coro: Bad Bunny]
Lo siento, bebé (Eh, eh, eh)
No trates de enamorarme o no te hago coro (Eh, eh, eh)
Hace tiempo que de nadie yo no me enamoro (Yo no me enamoro)
Y estoy puesto pa' uste', pa' hacerlo otra ve', pero mi tiempo e' oro
Yo por nadie me ajoro
Lo siento, bebé (Eh, eh, eh)
No trates de enamorarme o no te hago coro (Eh, eh, eh)
Hace tiempo que de nadie yo no me enamoro (Yo no me enamoro)
Y estoy puesto pa' uste', pa' hacerlo otra ve', pero mi tiempo e' oro
Yo por nadie me ajoro
You might also like[Verso 2: Bad Bunny]
Eh-eh
Te digo que ni lo intente', eh
La vida e' una y yo solo vivo el presente (Presente)
Me gusta cuando estás caliente (Caliente)
Ahora me quieres pa' ti, mami, tú ere' exigente, y
Bellaqueando excelente (Excelente), je
Pero se pone romántica de repente, y (De repente, y)
Del amor no soy creyente (Creyente)
Cupido e' un huelebicho, ese cabrón siempre me miente
Y me hace pensar en cosas que no van a pasar
Ya sé cómo termina, ni lo vo'a comenzar
Que pase lo que pase, yo no lo vo'a forzar
Dime si te va' a quedar

[Puente: Bad Bunny]
Haciéndolo, tocándono', oh, oh, oh
Pa' esto sí, pero pa' aquello no, oh, oh
Haciéndolo, tocándono', oh, oh, oh
Pa' chingar sí, pero pa' serio no, oh
Pa' eso no

[Coro: Bad Bunny]
Lo siento, bebé (Eh, eh, eh)
No trates de enamorarme o no te hago coro (Eh, eh, eh)
Hace tiempo que de nadie yo no me enamoro (Yo no me enamoro)
Y estoy puesto pa' uste', pa' hacerlo otra ve', pero mi tiempo e' oro
Yo por nadie me ajoro
Lo siento, bebé13Embed"
"jealousy, jealousy",Olivia Rodrigo,"137 ContributorsTranslationsTürkçeEspañolPortuguêsPortuguêsFrançaisDeutschPolskiItaliano​jealousy, jealousy Lyrics[Verse 1]
I kinda wanna throw my phone across the room
'Cause all I see are girls too good to be true
With paper-white teeth and perfect bodies
Wish I didn't care

[Pre-Chorus]
I know their beauty's not my lack
But it feels like that weight is on my back
And I can't let it go

[Chorus]
Com-comparison is killin' me slowly
I think I think too much
'Bout kids who don't know me
I'm so sick of myself
I'd rather be, rather be
Anyone, anyone else
My jealousy, jealousy started followin' me (He-he-he, he)
Started followin' me (He-he-he, he)

[Verse 2]
And I see everyone gettin' all the things I want
I'm happy for them, but then again, I'm not
Just cool vintage clothes and vacation photos, I can't stand it
Oh God, I sound crazy
See Olivia Rodrigo LiveGet tickets as low as $123You might also like[Pre-Chorus]
Their win is not my loss
I know it's true, but
I can't help gettin' caught up in it all

[Chorus]
Com-comparison is killin' me slowly
I think I think too much
'Bout kids who don't know me
I'm so sick of myself
Rather be, rather be
Anyone, anyone else
My jealousy, jealousy (Yeah)

[Bridge]
All your friends are so cool, you go out every night
In your daddy's nice car, yeah, you're livin' the life
Got a pretty face, a pretty boyfriend, too
I wanna be you so bad and I don't even know you
All I see is what I should be
Happier, prettier, jealousy, jealousy
All I see is what I should be
I'm losin' it, all I get's jealousy, jealousy

[Chorus]
Com-comparison is killin' me slowly
I think I think too much
'Bout kids who don't know me
And I'm so sick of myself
Rather be, rather be (Oh, oh)
Anyone, anyone else (Anybody else)
Jealousy, jealousy
Oh, I'm so sick of myself
I'd rather be, rather be (Oh-oh-oh)
Anyone, anyone else
Jealousy, jealousy started followin' me106Embed"
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,"373 ContributorsTranslationsРусскийفارسیEspañolPortuguêsFrançaisУкраїнськаHebrewNederlandsItalianoالعربيةPolskiMagyarTürkçeAfrikaansNorsk (bokmål / riksmål)DeutschSvenskaСрпскиSlovenščinaAll Too Well (10 Minute Version) (Taylor’s Version) [From The Vault] Lyrics[Verse 1]
I walked through the door with you, the air was cold
But somethin' 'bout it felt like home somehow
And I left my scarf there at your sister's house
And you've still got it in your drawer, even now

[Verse 2]
Oh, your sweet disposition and my wide-eyed gaze
We're singin' in the car, getting lost upstate
Autumn leaves fallin' down like pieces into place
And I can picture it after all these days

[Pre-Chorus]
And I know it's long gone and
That magic's not here no more
And I might be okay, but I'm not fine at all
Oh, oh, oh

[Chorus]
'Causе there we arе again on that little town street
You almost ran the red 'cause you were lookin' over at me
Wind in my hair, I was there
I remember it all too well

[Verse 3]
Photo album on the counter, your cheeks were turnin' red
You used to be a little kid with glasses in a twin-sized bed
And your mother's tellin' stories 'bout you on the tee-ball team
You taught me 'bout your past, thinkin' your future was me
And you were tossing me the car keys, ""Fuck the patriarchy""
Keychain on the ground, we were always skippin' town
And I was thinkin' on the drive down, ""Any time now
He's gonna say it's love,"" you never called it what it was
'Til we were dead and gone and buried
Check the pulse and come back swearin' it's the same
After three months in the grave
And then you wondered where it went to as I reached for you
But all I felt was shame and you held my lifeless frame
See Taylor Swift LiveGet tickets as low as $415You might also like[Pre-Chorus]
And I know it's long gone and
There was nothing else I could do
And I forget about you long enough
To forget why I needed to

[Chorus]
'Cause there we are again in the middle of the night
We're dancin' 'round the kitchen in the refrigerator light
Down the stairs, I was there
I remember it all too well
And there we are again when nobody had to know
You kept me like a secret, but I kept you like an oath
Sacred prayer and we'd swear
To remember it all too well, yeah

[Bridge]
Well, maybe we got lost in translation, maybe I asked for too much
But maybe this thing was a masterpiece 'til you tore it all up
Runnin' scared, I was there
I remember it all too well
And you call me up again just to break me like a promise
So casually cruel in the name of bein' honest
I'm a crumpled-up piece of paper lyin' here
'Cause I remember it all, all, all
[Verse 4]
They say all's well that ends well, but I'm in a new hell
Every time you double-cross my mind
You said if we had been closer in age, maybe it would've been fine
And that made me want to die
The idea you had of me, who was she?
A never-needy, ever-lovely jewel whose shine reflects on you
Not weepin' in a party bathroom
Some actress askin' me what happened, you
That's what happened, you
You who charmed my dad with self-effacing jokes
Sippin' coffee like you're on a late-night show
But then he watched me watch the front door all night, willin' you to come
And he said, ""It's supposed to be fun turning twenty-one""

[Verse 5]
Time won't fly, it's like I'm paralyzed by it
I'd like to be my old self again, but I'm still tryin' to find it
After plaid shirt days and nights when you made me your own
Now you mail back my things and I walk home alone
But you keep my old scarf from that very first week
'Cause it reminds you of innocence and it smells like me
You can't get rid of it
'Cause you remember it all too well, yeah

[Chorus]
'Cause there we are again when I loved you so
Back before you lost the one real thing you've ever known
It was rare, I was there
I remember it all too well
Wind in my hair, you were there
You remember it all
Down the stairs, you were there
You remember it all
It was rare, I was there
I remember it all too well
[Verse 6]
And I was never good at tellin' jokes, but the punch line goes
""I'll get older, but your lovers stay my age""
From when your Brooklyn broke my skin and bones
I'm a soldier who's returning half her weight
And did the twin flame bruise paint you blue?
Just between us, did the love affair maim you too?
'Cause in this city's barren cold
I still remember the first fall of snow
And how it glistened as it fell
I remember it all too well

[Outro]
Just between us, did the love affair maim you all too well?
Just between us, do you remember it all too well?
Just between us, I remember it (Just between us) all too well
Wind in my hair, I was there, I was there (I was there)
Down the stairs, I was there, I was there
Sacred prayer, I was there, I was there
It was rare, you remember it all too well
Wind in my hair, I was there, I was there (Oh)
Down the stairs, I was there, I was there (I was there)
Sacred prayer, I was there, I was there
It was rare, you remember it (All too well)
Wind in my hair, I was there, I was there
Down the stairs, I was there, I was there
Sacred prayer, I was there, I was there
It was rare, you remember it
Wind in my hair, I was there, I was there
Down the stairs, I was there, I was there
Sacred prayer, I was there, I was there
It was rare, you remember it224Embed"
Leave Before You Love Me,Marshmello,"54 ContributorsTranslationsEspañolLeave Before You Love Me Lyrics[Verse 1: Nick Jonas]
I see you calling
I didn't wanna leave you like that
It's five in the morning, yeah, yeah
A hundred on the dash
'Cause my wheels are rolling
Ain't taking my foot off the gas
And it only took the one night
To see the end of the line
Staring deep in your eyes, eyes

[Pre-Chorus: Nick Jonas & Joe Jonas]
Dancing on the edge, 'bout to take it too far
It's messing with my head, how I mess with your heart
If you wake up in your bed, alone in the dark
I'm sorry, gotta leave before you love me

[Chorus: Nick Jonas & Joe Jonas]
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me

[Verse 2: Joe Jonas & Nick Jonas]
I'm so good at knowing
Of when to leave the party behind
Don't care if they notice, yeah, yeah, no
I'll just catch a ride, I'd rather be lonely, yeah
Than wrapped around your body too tight
Yeah, I'm the type to get naked
Won't give my heart up for breaking
'Cause I'm too gone to be staying, staying (Dancing on)
You might also like[Pre-Chorus: Nick Jonas & Joe Jonas]
Dancing on the edge, 'bout to take it too far
It's messing with my head, how I mess with your heart
If you wake up in your bed, alone in the dark
I'm sorry, gotta leave before you love me

[Chorus: Nick Jonas & Joe Jonas]
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me
Ayy, ayy, leave before you love me

[Outro: Nick Jonas & Joe Jonas]
Dancing on the edge, take it too far
Messing with my head, how I mess with your heart
I'm sorry, alone in the dark
I'm sorry, ayy, ayy, leave before you love me10Embed"
The Color Violet,Tory Lanez,"72 ContributorsTranslationsTürkçeDeutschالعربيةEspañolThe Color Violet Lyrics[Verse 1]
I took my drugs and took my lovin' when I left out the spot
I left the party with a Barbie, marking X on the dot
She calls my phone up, but I told her, ""I'm a loner"" (Uh)
But she likes my watch and my droptop and my persona (Uh)
We hit the highway, one-five-five with my whole foot on the dash
She's in my ear, she's got no fear, she could care less if we crash

[Pre-Chorus]
But on my radar, I've got some nerve to play hard
I waited for my chance, but playboys, we don't dance, dance, dance

[Chorus]
I lost my heart (Uh)
Speedin' car, goin' ninety in the rain
Shе took my heart, filled it with nothin' but pain
This beat in my dancе is not for romance
I wanna stay, but playboys, we don't dance, dance, dance (I)

[Post-Chorus]
So I won't dance again (I), oh, baby
No, I won't dance again (That's why), oh, yeah (Uh)
No, I won't dance again (I)
No, I won't dance again
Pretty baby, ooh
You might also like[Instrumental Break]

[Verse 2]
Uh
Face in the daylight, wastin' time on the stars in the sky
She's got my pager, blankets of love fall on my eyes
Then I'm reminded, love don't come 'til you find it
I just hope that it's workin', I'm yearnin', I'm searchin', uh
The afterparty was on Wilson and 73rd
You got the notion that somebody else was with me first

[Pre-Chorus]
But on my radar, you had some nerve to play hard
You took away my chance, but playboys, we don't dance, dance, dance

[Chorus]
I lost my heart (Uh)
Speedin' car goin' ninety in the rain
She took my heart, filled it with nothin' but pain
This beat in my dance is not for romance
I wanna stay, but playboys, we don't dance, dance, dance (I)

[Post-Chorus]
So I won't dance again (I), oh, baby
No, I won't dance again (That's why), oh, yeah (Uh)
No, I won't dance again (I)
No, I won't dance again
Pretty baby, ooh13Embed"
You Right,Doja Cat,"114 ContributorsTranslationsTürkçeEspañolPortuguêsDeutschFrançaisPolskiYou Right Lyrics[Pre-Chorus: Doja Cat]
I got a man, but I want you
I got a man, but I want you
And it's just nerves, it's just dick
Makin' me think 'bout someone new
You know I got so much to say
I try to hide it in my face
And it don't work, you see through
That I just wanna get with you
And you're right

[Chorus: Doja Cat]
You right, I
Got my guy
But I, I
Can't help it, I want you
Said you right, I
Got my guy
But I, I
Can't help it, I want you

[Verse 1: Doja Cat]
I can't stop and look the other way
'Cause I know what could be, babe
And you never feel the same
You'd be thinkin' 'bout it every day
Don't believe in fairytales
But we got our fantasies
And it's me and you, no she
Tryna be all through your sheets
Have you all on top of me
Actin' like it's not that deep
Oh, you could take it out on me
Tell me what it's 'bout to be
Really feel it's bound to bе
I can't tell no one, but they all know
You might also like[Pre-Chorus: Doja Cat]
I got a man, but I want you
I got a man, but I want you
And it's just nеrves, it's just dick
Makin' me think 'bout someone new
You know I got so much to say
I try to hide it in my face
And it don't work, you see through
That I just wanna get with you
And you're right

[Chorus: Doja Cat]
You right, I (You right)
Got my guy (You right)
But I, I
Can't help it, I want you
Said you right, I (You right)
Got my guy (You right)
But I, I
Can't help it, I want you

[Verse 2: The Weeknd]
Girl, I want you like you want me too
I feel that energy (Oh yeah)
When you're on top of me (Oh yeah)
I know your man, he ain't controllin' you
But you still hesitate (Oh)
'Cause you choose loyalty (Oh yeah)
And I know your history (Hey)
Met him before your peak (Hey)
He's so connected to that woman that you used to be
But-but-but this sex will cloud your memory
A couple strokes to put it in, then you'll belong to me
[Pre-Chorus: Doja Cat & The Weeknd]
I got a man, but I want you
I got a man, but I want you (Oh)
And it's just nerves, it's just dick
Makin' me think 'bout someone new
You know I got so much to say
I try to hide it in my face
And it don't work, you see through
That I just wanna get with you (Yeah, yeah, yeah, yeah, yeah)
And you're right

[Chorus: Doja Cat]
You right, I (Right)
Got my guy (I got my)
But I, I (I)
Can't help it, I want you
Said you right, I (Yeah)
Got my guy (Yeah)
But I, I (Yeah)
Can't help it, I want you65Embed"
2055,Sleepy Hallow,"49 Contributors2055 Lyrics[Intro]
Just wanna slide
Like it's 2055, look
I just wanna ride (Great John on the beat by the way)
Like it's 2055, huh, huh, huh

[Chorus]
I just wanna slide, huh
Parties in the sky like it's 2055, huh
She said, ""Boy, you nice, boy, you nice,"" huh
Heart cold like some water and some ice (Huh)

[Verse 1]
Why would you sacrifice (Huh)
Knowing you could die? Ain't nobody by your side, huh
I know niggas cap (Cap) and bitches lie
Came from dirt, can't go back, you could see it in my eyes, huh
Real niggas cry blood (Blood), hope my kid never try drugs (Huh)
All I wanted was some love, would trade that for a gun, huh
Big pack on me now, 'member back then I was fucked up, huh
I don't really want friends, everybody fake, I don't got trust, but

[Chorus]
I just wanna slide, huh
Parties in the sky like it's 2055, huh
She said, ""Boy, you nice, boy, you nice,"" huh
Heart cold like some water and some ice (Water and some ice, water and some ice)
I just wanna slide, huh
Parties in the sky like it's 2055, huh
She said, ""Boy, you nice (Nice), boy, you nice (Nice),"" huh
Heart cold like some water and some ice
See Sleepy Hallow LiveGet tickets as low as $83You might also like[Verse 2]
Shawty get energized, huh, livin' life
Spilled some liquor on her inner thigh, but she ain't tight
She just turn it up, huh, I could get you brushed, huh
Zaza got me stuck, sorry I can't open up
Fuck it we tried (Huh), gotta compromise (Huh)
He want beef with gang, but he don't know it come with fries (Huh)
That's AKs and nines (Huh), please don't play with mines (Huh)
My body different, I know they love that line, but

[Chorus]
I just wanna slide, huh
Parties in the sky like it's 2055, huh
She said, ""Boy, you nice (Nice), boy, you nice (Nice),"" huh
Heart cold like some water and some ice (Water and some ice, water and some ice)20Embed"
Fair Trade,Drake,"283 ContributorsTranslationsTürkçeEspañolРусскийPortuguêsItalianoहिन्दीFair Trade Lyrics[Intro: Drake & Charlotte Day Wilson]
I don't understand why you blame me
Just take me as I am, it's the same me
We should be (Yeah)
Senseless sight to see
Yeah
Senseless sight to see
Ayy

[Verse 1: Drake]
Feelin' young, but they treat me like the OG
And they want the tea on me, I swear these bitches nosey
Said he put some money on my head, I guess we gon' see
I won't put no money on his head, my niggas owe me
I gotta be single for a while, you can't control me
Uno, dos, tres, in a race, they can't hold me
And I show my face in a case so you know it's me
Imitation isn't flattery, it's just annoyin' me
And I'm too about it
And the dirt that they threw on my name
Turned to soil and I grew up out it
Time for y'all to figure out what y'all gon' do about it
Big wheels keep rollin', rollin'

[Chorus: Drake]
I'm outside, 29, G5, Seaside
I've been losin' friends and findin' peace
But honestly that sound like a fair trade to me
If I ever heard one and I'm still here
Outside, Frontline, Southside
I've been losin' friends and findin' peace
Honestly that sound like a fair trade to me
You might also like[Verse 2: Drake]
Look, don't invite me over if you throw another pity party
Lookin' back, it's hard to tell you where I started
I don't know who love me, but I know that it ain't everybody
I can never love her, she a busybody
Baby, if you want me, can't be turnin' up with everybody, nah
Can't be fuckin' on just anybody, yeah
I got feelings for you, that's the thing about it, yeah
You know that it's somethin' when I sing about it, yeah
Mama used to be on disability but gave me this ability
And now she walkin' with her head high and her back straight
I don't think you feelin' me, I'm out here
Bein' everything they said I wouldn't be and couldn't be
I don't know what happened to them guys that said they would be
I said see you at the top and they misunderstood me
I hold no resentment in my heart, that's that maturity
And we don't keep it on us anymore, it's with security

[Chorus: Drake, Travis Scott & Both]
I'm outside (Yeah), 29 (Yeah), G5, Seaside
I've been losin' friends and findin' peace
But honestly that sound like a fair trade to me
If I ever heard one and I'm still here
Outside, Frontline, Southside (Southside)
I've been losin' friends and findin' peace
Honestly that sound like a fair trade to me
[Bridge: Travis Scott & Charlotte Day Wilson]
I don't understand why you blame me
Just take me as I am, it's the same me (I'm trying)
Senseless sight to see
Senseless sight to see (Outside)

[Verse 3: Travis Scott]
Rollin' 84s, it ain't no safety
Ridin' rich and wavy
Gotta roll over to you, gotta get my release
Spread your legs downtown, as I'm goin' out to eat
Even hear the raw sounds when that raw got me in sleep (Oh, oh)
I'ma roll on 'em 'fore I ever let 'em roll on me
Split this one down the middle, wake up in the harmony (Sick)
Worried sick, I'm sick of worryin' (Sick, sick)
It's just the world we in, I'd rather bury them
I'm talkin' fake friends and skeletons (Yeah)
Early-mornin' shoulder rubs, the lawyer sounding celebrant (It's lit)
I'm never settlin', this shit get darker than my melanin (Ooh, ooh, ooh-ooh)
At the crib all by myself, this shit been cavin' in
Scrollin' through my call log, by emojis, how I'm savin' 'em
Them heart eyes, that peach one, my old ones, but I favorite them
That butterfly emoji hold me down and all my babies them (Yeah)
Purple demon face one push away, he got the K on him
I broke bread instead of watchin' niggas break down (Let's go)
And saved a couple bitches too like I'm from Cape Town
Know their position, you know ass up with the face down (Let's go)
I'm never content, two mil' a event, I get it frequent
I'm make an expense, to me, it's just cents
I'm droppin' the top, not to feel the wind
I'm droppin' the top 'cause bro tryna spin
She droppin' her top, she back again
Publicly she at the crib again, company (Yeah, yeah)
I let it slide when I really shoulda slid (Oooh, ooh)
After all the shit I did
Look at how they repayin' me back (Oh, oh-oh, oh)
Now follow my rift
Tell me what type of payment is that? (Oh, oh-oh) I put that on my kid
And my trust, yeah, it is what it is (Oh, oh)
[Chorus: Drake, Travis Scott & Both]
I'm outside (Ah), 29, G5 (Ah), Seaside
I've been losin' friends and findin' peace (Ah)
But honestly that sound like a fair trade to me
If I ever heard one and I'm still here
Outside, Frontline, Southside (Southside)
I've been losin' friends and findin' peace (Oh, oh)
Honestly that sound like a fair trade to me

[Outro: Charlotte Day Wilson]
I don't understand why you blame me
Just take me as I am, it's the same me
We should be, senseless sight to see
Senseless sight to see
Up on a mountain (Up on a mountain)
Search through the valley (Search through the valley)
You hear me calling (You hear me calling)
Won't you come find me? (Won't you come find me?)
Please don't forsake me (Please don't forsake me)
All of a sudden (All of a sudden)
My heart is breaking (Breaking)
I feel it coming, I, I86Embed"
The Motto,Tiësto,"46 ContributorsTranslationsPolskiEspañolThe Motto Lyrics[Verse 1: Ava Max]
That's the motto (Mhm)
Throw it back with no chaser, with no trouble (Mhm)
Poppin' that Moët, baby, let's make some bubbles (Mhm)
Puffin' on that Gelato
Wanna be seeing double
Gotta do what you gotta

[Pre-Chorus: Ava Max]
Believe it, we ain't got no plans to leave here
Tell all of your friends to be here
We ain't gonna sleep all weekend
Oh, you know, you know, you know

[Chorus: Ava Max & Tiësto]
That's the motto (Mhm)
Drop a few bills and pop a few champagne bottles (Mhm)
Throwin' that money like you just won the lotto (Mhm)
We been up all damn summer
Makin' that bread and butter
Tell me, did I just stutter?
That's the motto (Mhm)
Drop a few bills and pop a fеw champagne bottles (Mhm)
Throwin' that money likе you just won the lotto (Mhm)
We been up all damn summer
Makin' that bread and butter
Tell me, did I just stutter?
That's the motto (I feel it)
That's the motto (I feel it)
You might also like[Verse 2: Ava Max]
Hopped in the Range, can't feel my face
The window's down (Down)
Back to my place
My birthday cake is comin' out (Oh)
The way it's hittin' like
I could go all night
Don't want no bloodshot eyes
So hold my drink, let's fly

[Pre-Chorus: Ava Max]
Believe it, we ain't got no plans to leave here
Tell all of your friends to be here
We ain't gonna sleep all weekend
Oh, you know, you know, you know

[Chorus: Ava Max & Tiësto]
That's the motto (Mhm)
Drop a few bills and pop a few champagne bottles (Mhm)
Throwin' that money like you just won the lotto (Mhm)
We been up all damn summer (Oh)
Makin' that bread and butter (Yeah)
Tell me, did I just stutter?
That's the motto (Mhm)
Drop a few bills and pop a few champagne bottles (Mhm)
Throwin' that money like you just won the lotto (Mhm)
We been up all damn summer (Oh)
Makin' that bread and butter
Tell me, did I just stutter?
That's the motto (I feel it)
That's the motto (I feel it)
(Oh)
[Outro: Tiësto]
(I feel it, feel it)
(I feel it)
(I feel it, feel it)
(I feel it)11Embed"
Pareja Del Año,Sebastian Yatra,"12 ContributorsTranslationsEnglishPareja Del Año Lyrics[Letra de ""Pareja Del Año""]

[Intro: Sebastián Yatra]
Woh-oh (Yeah)
Woh-oh, oh-oh (Myke Towers)
Mmm-mmm (Yatra, Yatra)

[Pre-Coro: Sebastián Yatra]
Qué tan loco sería
Si yo fuera el dueño de tu corazón por solo un día
Si nos gana la alegría, yo por fin te besaría
¿Qué pasaría?
Podrías ver entre él y yo quién ganaría

[Coro: Myke Towers & Sebastián Yatra]
Mi condición: enamorado locamente de una chica que hoy extraño
Y el no tenerte me hace daño
Seríamo' la pareja del año
Cuánto te extraño
Sin condición me enamoré precisamente de una chica que no es mía
Y mis amigos lo sabían
Y a mí todo el mundo me decía que pasaría, me dejarías

[Verso 1: Myke Towers]
Si me dieran solo veinticuatro hora', yo la' aprovecho
Jura'o que yo voy a hacerte cosa' que nunca te han hecho
Ya yo me cansé de ser amigo' con derecho'
Yo tal ve' no te merezco, pero no hay ni que decirlo
Si no' juntamo' seríamo' la pareja del siglo
Con ella acapella me da con introducirlo
Navaja doble filo
Cortamo' y lo' video' me dio con reproducirlo'
Me lo decían, yo los ignoraba
Simplemente todo ahora quedó en la nada
Se lo hacía y a los ojo' la miraba
Yo nunca creía que el amor cegaba
You might also like[Coro: Sebastián Yatra & Myke Towers]
Mi condición: enamorado locamente de una chica que hoy extraño
Y no tenerte me hace daño
Seríamo' la pareja del año
Cuánto te extraño
Sin condición me enamoré precisamente de una chica que no es mía
Y mis amigos lo sabían
Y a mí todo el mundo me decía que pasaría, me dejarías

[Verso 2: Sebastián Yatra]
Esa minidepresión de ver una foto tuya
Y verte en la televisión puede ser que me destruya la mente
Detente, como dice la canción
Que no meten preso a nadie por robarse un corazón
Sufriendo, llorando de pena
Que no vea mi llanto no vale la pena
Yo no tengo alas, pero tú sí vuelas
Te vuelves la mala de nuestra novela
Me tienes sufriendo, llorando de pena
Que no vea mi llanto no vale la pena
Yo no tengo alas, pero tú sí vuelas
Me quitas la pista y me quedo acapella

[Coro: Myke Towers & Sebastián Yatra, Ambos]
Mi condición: enamorado locamente de una chica que hoy extraño
Y el no tenerte me hace daño
Seríamo' la pareja del año
Cuánto te extraño
Sin condición me enamoré precisamente de una chica que no es mía
Y mis amigos lo sabían
Y a mí todo el mundo me decía que pasaría, me dejarías
[Outro: Sebastián Yatra & Myke Towers]
Yo tenía otra melodía
De lo que resultaría
Maldita monotonía
¿Fue culpa tuya o fue culpa mía? (Seríamo' la pareja del año)
Yo aprendí a vivir con celos (Con celos)
Tú aprendiste a no ser mía (No, oh)
Solo queda ser sincero
Yo te quiero todavía8Embed"
